Date reported,Ping Time(ms.),Provider,Source,Time collected,Time reported(PT)
12.Jul.2019,98.55,windstream,Is it down right now?,Thu 18 Jul 2019 13:34:23,19:08
15.Jul.2019,104.35,windstream,Is it down right now?,Thu 18 Jul 2019 13:34:23,03:43
07.Jul.2019,104.95,windstream,Is it down right now?,Thu 18 Jul 2019 13:34:23,05:54
09.Jul.2019,98.06,windstream,Is it down right now?,Thu 18 Jul 2019 13:34:23,16:45
12.Jul.2019,98.59,windstream,Is it down right now?,Thu 18 Jul 2019 13:34:23,10:52
14.Jul.2019,98.48,windstream,Is it down right now?,Thu 18 Jul 2019 13:34:23,06:33
18.Jul.2019,107.42,windstream,Is it down right now?,Thu 18 Jul 2019 13:34:23,01:38
17.Jul.2019,91.76,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:51:08,04:34
17.Jul.2019,90.39,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:51:08,14:41
17.Jul.2019,87.47,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:51:08,19:14
18.Jul.2019,87.3,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:51:08,08:52
18.Jul.2019,88.53,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:51:08,15:36
17.Jul.2019,87.73,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:51:08,07:48
17.Jul.2019,69.2,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:51:08,17:04
17.Jul.2019,87.49,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:51:08,21:30
18.Jul.2019,68.43,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:51:08,12:45
18.Jul.2019,71.64,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:51:08,17:36
17.Jul.2019,4.88,Comcast,Is it down right now?,Thu 18 Jul 2019 13:23:45,17:36
17.Jul.2019,4.92,Comcast,Is it down right now?,Thu 18 Jul 2019 13:23:45,21:55
18.Jul.2019,5.1,Comcast,Is it down right now?,Thu 18 Jul 2019 13:23:45,03:30
18.Jul.2019,4.99,Comcast,Is it down right now?,Thu 18 Jul 2019 13:23:45,07:54
18.Jul.2019,5.32,Comcast,Is it down right now?,Thu 18 Jul 2019 13:23:45,13:13
17.Jul.2019,6.67,Comcast,Is it down right now?,Thu 18 Jul 2019 13:23:45,19:49
18.Jul.2019,5.0,Comcast,Is it down right now?,Thu 18 Jul 2019 13:23:45,01:03
18.Jul.2019,7.17,Comcast,Is it down right now?,Thu 18 Jul 2019 13:23:45,05:38
18.Jul.2019,5.5,Comcast,Is it down right now?,Thu 18 Jul 2019 13:23:45,10:45
18.Jul.2019,6.41,Comcast,Is it down right now?,Thu 18 Jul 2019 13:23:45,15:52
17.Jul.2019,5.13,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:31:32,06:52
17.Jul.2019,5.3,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:31:32,20:14
18.Jul.2019,5.11,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:31:32,02:21
18.Jul.2019,5.41,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:31:32,06:47
18.Jul.2019,7.89,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:31:32,14:04
17.Jul.2019,4.97,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:31:32,13:27
17.Jul.2019,5.15,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:31:32,22:50
18.Jul.2019,5.05,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:31:32,04:36
18.Jul.2019,7.4,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:31:32,11:35
18.Jul.2019,12.94,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:31:32,16:18
17.Jul.2019,4.88,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:49,17:36
17.Jul.2019,4.92,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:49,21:55
18.Jul.2019,5.1,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:49,03:30
18.Jul.2019,4.99,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:49,07:54
18.Jul.2019,5.32,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:49,13:13
17.Jul.2019,6.67,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:49,19:49
18.Jul.2019,5.0,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:49,01:03
18.Jul.2019,7.17,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:49,05:38
18.Jul.2019,5.5,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:49,10:45
18.Jul.2019,6.41,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:49,15:52
17.Jul.2019,9.62,Verizon,Is it down right now?,Thu 18 Jul 2019 13:31:32,15:34
17.Jul.2019,10.11,Verizon,Is it down right now?,Thu 18 Jul 2019 13:31:32,20:39
18.Jul.2019,10.35,Verizon,Is it down right now?,Thu 18 Jul 2019 13:31:32,01:36
18.Jul.2019,11.9,Verizon,Is it down right now?,Thu 18 Jul 2019 13:31:32,06:33
18.Jul.2019,10.21,Verizon,Is it down right now?,Thu 18 Jul 2019 13:31:32,14:18
17.Jul.2019,9.46,Verizon,Is it down right now?,Thu 18 Jul 2019 13:31:32,18:32
17.Jul.2019,10.74,Verizon,Is it down right now?,Thu 18 Jul 2019 13:31:32,23:09
18.Jul.2019,11.03,Verizon,Is it down right now?,Thu 18 Jul 2019 13:31:32,04:28
18.Jul.2019,9.94,Verizon,Is it down right now?,Thu 18 Jul 2019 13:31:32,09:34
18.Jul.2019,10.29,Verizon,Is it down right now?,Thu 18 Jul 2019 13:31:32,16:18
17.Jul.2019,91.76,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,04:34
17.Jul.2019,90.39,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,14:41
17.Jul.2019,87.47,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,19:14
18.Jul.2019,87.3,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,08:52
18.Jul.2019,88.53,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,15:36
17.Jul.2019,87.73,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,07:48
17.Jul.2019,69.2,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,17:04
17.Jul.2019,87.49,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,21:30
18.Jul.2019,68.43,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,12:45
18.Jul.2019,71.64,CenturyLink,Is it down right now?,Thu 18 Jul 2019 14:16:32,17:36
17.Jul.2019,5.04,att,Is it down right now?,Thu 18 Jul 2019 14:09:16,20:09
18.Jul.2019,5.39,att,Is it down right now?,Thu 18 Jul 2019 14:09:16,00:21
18.Jul.2019,4.92,att,Is it down right now?,Thu 18 Jul 2019 14:09:16,04:30
18.Jul.2019,5.01,att,Is it down right now?,Thu 18 Jul 2019 14:09:16,08:55
18.Jul.2019,5.11,att,Is it down right now?,Thu 18 Jul 2019 14:09:16,13:58
17.Jul.2019,5.0,att,Is it down right now?,Thu 18 Jul 2019 14:09:16,22:11
18.Jul.2019,5.32,att,Is it down right now?,Thu 18 Jul 2019 14:09:16,02:29
18.Jul.2019,6.23,att,Is it down right now?,Thu 18 Jul 2019 14:09:16,06:45
18.Jul.2019,4.94,att,Is it down right now?,Thu 18 Jul 2019 14:09:16,11:53
18.Jul.2019,5.06,att,Is it down right now?,Thu 18 Jul 2019 14:09:16,16:08
10.Jul.2019,5.19,Sprint,Is it down right now?,Thu 11 Jul 2019 14:38:18,14:05
10.Jul.2019,5.44,Sprint,Is it down right now?,Thu 11 Jul 2019 14:38:18,19:31
11.Jul.2019,5.06,Sprint,Is it down right now?,Thu 11 Jul 2019 14:38:18,00:47
11.Jul.2019,6.37,Sprint,Is it down right now?,Thu 11 Jul 2019 14:38:18,07:50
11.Jul.2019,5.14,Sprint,Is it down right now?,Thu 11 Jul 2019 14:38:18,13:32
10.Jul.2019,4.88,Sprint,Is it down right now?,Thu 11 Jul 2019 14:38:18,17:09
10.Jul.2019,5.05,Sprint,Is it down right now?,Thu 11 Jul 2019 14:38:18,21:46
11.Jul.2019,5.14,Sprint,Is it down right now?,Thu 11 Jul 2019 14:38:18,03:49
11.Jul.2019,5.0,Sprint,Is it down right now?,Thu 11 Jul 2019 14:38:18,10:42
11.Jul.2019,5.79,Sprint,Is it down right now?,Thu 11 Jul 2019 14:38:18,17:35
10.Jul.2019,80.05,CenturyLink,Is it down right now?,Thu 11 Jul 2019 14:35:39,13:13
10.Jul.2019,69.45,CenturyLink,Is it down right now?,Thu 11 Jul 2019 14:35:39,18:24
11.Jul.2019,69.11,CenturyLink,Is it down right now?,Thu 11 Jul 2019 14:35:39,01:16
11.Jul.2019,69.58,CenturyLink,Is it down right now?,Thu 11 Jul 2019 14:35:39,06:53
11.Jul.2019,88.64,CenturyLink,Is it down right now?,Thu 11 Jul 2019 14:35:39,11:17
10.Jul.2019,67.93,CenturyLink,Is it down right now?,Thu 11 Jul 2019 14:35:39,15:59
10.Jul.2019,92.23,CenturyLink,Is it down right now?,Thu 11 Jul 2019 14:35:39,22:16
11.Jul.2019,91.27,CenturyLink,Is it down right now?,Thu 11 Jul 2019 14:35:39,04:35
11.Jul.2019,91.78,CenturyLink,Is it down right now?,Thu 11 Jul 2019 14:35:39,09:16
11.Jul.2019,73.72,CenturyLink,Is it down right now?,Thu 11 Jul 2019 14:35:39,16:00
06.Jul.2019,40.5,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,01:59
08.Jul.2019,43.45,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,01:22
12.Jul.2019,44.83,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,17:47
15.Jul.2019,43.27,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,19:37
17.Jul.2019,38.29,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,16:08
07.Jul.2019,38.05,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,12:06
10.Jul.2019,39.1,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,23:36
13.Jul.2019,36.18,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,17:25
17.Jul.2019,47.43,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,00:25
17.Jul.2019,43.23,RCN,Is it down right now?,Thu 18 Jul 2019 14:16:32,21:06
17.Jul.2019,4.88,Comcast,Is it down right now?,Thu 18 Jul 2019 14:09:16,17:36
17.Jul.2019,4.92,Comcast,Is it down right now?,Thu 18 Jul 2019 14:09:16,21:55
18.Jul.2019,5.1,Comcast,Is it down right now?,Thu 18 Jul 2019 14:09:16,03:30
18.Jul.2019,4.99,Comcast,Is it down right now?,Thu 18 Jul 2019 14:09:16,07:54
18.Jul.2019,5.32,Comcast,Is it down right now?,Thu 18 Jul 2019 14:09:16,13:13
17.Jul.2019,6.67,Comcast,Is it down right now?,Thu 18 Jul 2019 14:09:16,19:49
18.Jul.2019,5.0,Comcast,Is it down right now?,Thu 18 Jul 2019 14:09:16,01:03
18.Jul.2019,7.17,Comcast,Is it down right now?,Thu 18 Jul 2019 14:09:16,05:38
18.Jul.2019,5.5,Comcast,Is it down right now?,Thu 18 Jul 2019 14:09:16,10:45
18.Jul.2019,6.41,Comcast,Is it down right now?,Thu 18 Jul 2019 14:09:16,15:52
17.Jul.2019,4.98,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:43:44,17:11
17.Jul.2019,5.83,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:43:44,21:59
18.Jul.2019,5.14,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:43:44,02:23
18.Jul.2019,5.39,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:43:44,08:08
18.Jul.2019,5.95,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:43:44,14:20
17.Jul.2019,6.25,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:43:44,19:43
18.Jul.2019,4.89,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:43:44,00:16
18.Jul.2019,5.72,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:43:44,05:01
18.Jul.2019,5.27,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:43:44,11:57
18.Jul.2019,4.98,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:43:44,16:32
17.Jul.2019,11.61,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:50:37,15:16
17.Jul.2019,7.39,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:50:37,19:35
18.Jul.2019,6.99,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:50:37,00:22
18.Jul.2019,6.96,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:50:37,05:52
18.Jul.2019,8.89,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:50:37,12:39
17.Jul.2019,7.45,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:50:37,17:19
17.Jul.2019,16.38,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:50:37,21:47
18.Jul.2019,7.09,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:50:37,02:52
18.Jul.2019,6.94,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:50:37,09:21
18.Jul.2019,12.64,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:50:37,14:50
17.Jul.2019,83.81,Frontier,Is it down right now?,Thu 18 Jul 2019 13:26:34,16:38
17.Jul.2019,100.12,Frontier,Is it down right now?,Thu 18 Jul 2019 13:26:34,20:44
18.Jul.2019,81.22,Frontier,Is it down right now?,Thu 18 Jul 2019 13:26:34,01:38
18.Jul.2019,82.19,Frontier,Is it down right now?,Thu 18 Jul 2019 13:26:34,06:32
18.Jul.2019,77.76,Frontier,Is it down right now?,Thu 18 Jul 2019 13:26:34,12:50
17.Jul.2019,86.12,Frontier,Is it down right now?,Thu 18 Jul 2019 13:26:34,18:41
17.Jul.2019,84.67,Frontier,Is it down right now?,Thu 18 Jul 2019 13:26:34,22:48
18.Jul.2019,81.37,Frontier,Is it down right now?,Thu 18 Jul 2019 13:26:34,03:49
18.Jul.2019,82.12,Frontier,Is it down right now?,Thu 18 Jul 2019 13:26:34,09:05
18.Jul.2019,79.72,Frontier,Is it down right now?,Thu 18 Jul 2019 13:26:34,16:55
10.Jul.2019,5.44,MetroPCS,Is it down right now?,Thu 11 Jul 2019 14:35:39,16:41
10.Jul.2019,5.04,MetroPCS,Is it down right now?,Thu 11 Jul 2019 14:35:39,20:50
11.Jul.2019,5.43,MetroPCS,Is it down right now?,Thu 11 Jul 2019 14:35:39,02:48
11.Jul.2019,14.31,MetroPCS,Is it down right now?,Thu 11 Jul 2019 14:35:39,08:48
11.Jul.2019,5.17,MetroPCS,Is it down right now?,Thu 11 Jul 2019 14:35:39,14:02
10.Jul.2019,6.1,MetroPCS,Is it down right now?,Thu 11 Jul 2019 14:35:39,18:41
11.Jul.2019,5.72,MetroPCS,Is it down right now?,Thu 11 Jul 2019 14:35:39,00:14
11.Jul.2019,6.02,MetroPCS,Is it down right now?,Thu 11 Jul 2019 14:35:39,06:04
11.Jul.2019,5.52,MetroPCS,Is it down right now?,Thu 11 Jul 2019 14:35:39,12:02
11.Jul.2019,5.25,MetroPCS,Is it down right now?,Thu 11 Jul 2019 14:35:39,16:41
17.Jul.2019,125.74,Cox,Is it down right now?,Thu 18 Jul 2019 13:48:32,21:47
18.Jul.2019,125.54,Cox,Is it down right now?,Thu 18 Jul 2019 13:48:32,02:13
18.Jul.2019,510.01,Cox,Is it down right now?,Thu 18 Jul 2019 13:48:32,06:31
18.Jul.2019,1510.82,Cox,Is it down right now?,Thu 18 Jul 2019 13:48:32,11:01
18.Jul.2019,1511.25,Cox,Is it down right now?,Thu 18 Jul 2019 13:48:32,15:15
18.Jul.2019,1511.13,Cox,Is it down right now?,Thu 18 Jul 2019 13:48:32,00:05
18.Jul.2019,125.4,Cox,Is it down right now?,Thu 18 Jul 2019 13:48:32,04:26
18.Jul.2019,1510.91,Cox,Is it down right now?,Thu 18 Jul 2019 13:48:32,08:32
18.Jul.2019,125.56,Cox,Is it down right now?,Thu 18 Jul 2019 13:48:32,13:12
18.Jul.2019,125.42,Cox,Is it down right now?,Thu 18 Jul 2019 13:48:32,17:36
04.Jul.2019,102.51,windstream,Is it down right now?,Thu 18 Jul 2019 14:09:16,20:42
08.Jul.2019,101.9,windstream,Is it down right now?,Thu 18 Jul 2019 14:09:16,17:21
10.Jul.2019,107.39,windstream,Is it down right now?,Thu 18 Jul 2019 14:09:16,05:51
12.Jul.2019,98.55,windstream,Is it down right now?,Thu 18 Jul 2019 14:09:16,19:08
15.Jul.2019,104.35,windstream,Is it down right now?,Thu 18 Jul 2019 14:09:16,03:43
07.Jul.2019,104.95,windstream,Is it down right now?,Thu 18 Jul 2019 14:09:16,05:54
09.Jul.2019,98.06,windstream,Is it down right now?,Thu 18 Jul 2019 14:09:16,16:45
12.Jul.2019,98.59,windstream,Is it down right now?,Thu 18 Jul 2019 14:09:16,10:52
14.Jul.2019,98.48,windstream,Is it down right now?,Thu 18 Jul 2019 14:09:16,06:33
18.Jul.2019,107.42,windstream,Is it down right now?,Thu 18 Jul 2019 14:09:16,01:38
17.Jul.2019,9.62,Verizon,Is it down right now?,Thu 18 Jul 2019 14:06:42,15:34
17.Jul.2019,10.11,Verizon,Is it down right now?,Thu 18 Jul 2019 14:06:42,20:39
18.Jul.2019,10.35,Verizon,Is it down right now?,Thu 18 Jul 2019 14:06:42,01:36
18.Jul.2019,11.9,Verizon,Is it down right now?,Thu 18 Jul 2019 14:06:42,06:33
18.Jul.2019,10.21,Verizon,Is it down right now?,Thu 18 Jul 2019 14:06:42,14:18
17.Jul.2019,9.46,Verizon,Is it down right now?,Thu 18 Jul 2019 14:06:42,18:32
17.Jul.2019,10.74,Verizon,Is it down right now?,Thu 18 Jul 2019 14:06:42,23:09
18.Jul.2019,11.03,Verizon,Is it down right now?,Thu 18 Jul 2019 14:06:42,04:28
18.Jul.2019,9.94,Verizon,Is it down right now?,Thu 18 Jul 2019 14:06:42,09:34
18.Jul.2019,10.29,Verizon,Is it down right now?,Thu 18 Jul 2019 14:06:42,16:18
06.Jul.2019,40.5,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:49,01:59
08.Jul.2019,43.45,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:49,01:22
12.Jul.2019,44.83,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:49,17:47
15.Jul.2019,43.27,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:49,19:37
17.Jul.2019,38.29,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:49,16:08
07.Jul.2019,38.05,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:49,12:06
10.Jul.2019,39.1,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:49,23:36
13.Jul.2019,36.18,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:49,17:25
17.Jul.2019,47.43,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:49,00:25
17.Jul.2019,43.23,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:49,21:06
06.Jul.2019,40.5,RCN,Is it down right now?,Thu 18 Jul 2019 13:23:45,01:59
08.Jul.2019,43.45,RCN,Is it down right now?,Thu 18 Jul 2019 13:23:45,01:22
12.Jul.2019,44.83,RCN,Is it down right now?,Thu 18 Jul 2019 13:23:45,17:47
15.Jul.2019,43.27,RCN,Is it down right now?,Thu 18 Jul 2019 13:23:45,19:37
17.Jul.2019,38.29,RCN,Is it down right now?,Thu 18 Jul 2019 13:23:45,16:08
07.Jul.2019,38.05,RCN,Is it down right now?,Thu 18 Jul 2019 13:23:45,12:06
10.Jul.2019,39.1,RCN,Is it down right now?,Thu 18 Jul 2019 13:23:45,23:36
13.Jul.2019,36.18,RCN,Is it down right now?,Thu 18 Jul 2019 13:23:45,17:25
17.Jul.2019,47.43,RCN,Is it down right now?,Thu 18 Jul 2019 13:23:45,00:25
17.Jul.2019,43.23,RCN,Is it down right now?,Thu 18 Jul 2019 13:23:45,21:06
06.Jul.2019,40.5,RCN,Is it down right now?,Thu 18 Jul 2019 13:51:08,01:59
08.Jul.2019,43.45,RCN,Is it down right now?,Thu 18 Jul 2019 13:51:08,01:22
12.Jul.2019,44.83,RCN,Is it down right now?,Thu 18 Jul 2019 13:51:08,17:47
15.Jul.2019,43.27,RCN,Is it down right now?,Thu 18 Jul 2019 13:51:08,19:37
17.Jul.2019,38.29,RCN,Is it down right now?,Thu 18 Jul 2019 13:51:08,16:08
07.Jul.2019,38.05,RCN,Is it down right now?,Thu 18 Jul 2019 13:51:08,12:06
10.Jul.2019,39.1,RCN,Is it down right now?,Thu 18 Jul 2019 13:51:08,23:36
13.Jul.2019,36.18,RCN,Is it down right now?,Thu 18 Jul 2019 13:51:08,17:25
17.Jul.2019,47.43,RCN,Is it down right now?,Thu 18 Jul 2019 13:51:08,00:25
17.Jul.2019,43.23,RCN,Is it down right now?,Thu 18 Jul 2019 13:51:08,21:06
10.Jul.2019,260.52,Mediacom,Is it down right now?,Thu 18 Jul 2019 13:43:44,00:57
11.Jul.2019,260.63,Mediacom,Is it down right now?,Thu 18 Jul 2019 13:43:44,08:16
12.Jul.2019,260.18,Mediacom,Is it down right now?,Thu 18 Jul 2019 13:43:44,15:50
16.Jul.2019,260.6,Mediacom,Is it down right now?,Thu 18 Jul 2019 13:43:44,16:55
17.Jul.2019,259.91,Mediacom,Is it down right now?,Thu 18 Jul 2019 13:43:44,15:28
10.Jul.2019,260.06,Mediacom,Is it down right now?,Thu 18 Jul 2019 13:43:44,06:05
12.Jul.2019,266.22,Mediacom,Is it down right now?,Thu 18 Jul 2019 13:43:44,10:12
16.Jul.2019,259.66,Mediacom,Is it down right now?,Thu 18 Jul 2019 13:43:44,05:11
17.Jul.2019,261.69,Mediacom,Is it down right now?,Thu 18 Jul 2019 13:43:44,08:19
17.Jul.2019,260.07,Mediacom,Is it down right now?,Thu 18 Jul 2019 13:43:44,21:42
10.Jul.2019,77.68,Frontier,Is it down right now?,Thu 11 Jul 2019 14:46:18,11:24
10.Jul.2019,78.7,Frontier,Is it down right now?,Thu 11 Jul 2019 14:46:18,16:25
